"id","id_session","id_YM","id_GA","created","location","branch","direction","amount","price"
"659","9bda518724786b78894f9a6d3a861554","1610624095219864912","GA1.2.84035470.1610624095","2021-01-17 17:55:13","Elektrostal","Выездное обслуживание оборудования","Технологическое оборудование","1","5000"
"660","9bda518724786b78894f9a6d3a861554","1610624095219864912","GA1.2.84035470.1610624095","2021-01-17 17:55:19","Elektrostal","Выездное обслуживание оборудования","Технологическое оборудование","10","9500"
"661","9bda518724786b78894f9a6d3a861554","1610624095219864912","GA1.2.84035470.1610624095","2021-01-17 17:55:23","Elektrostal","Выездное обслуживание оборудования","Технологическое оборудование","50","41200"
"662","56aa45b123f571652a89b92bdf713a58","1610897286724162707","GA1.2.556293902.1610897287","2021-01-17 18:29:24","Rostov-on-Don","Мобильные сотрудники","Торговые представители","5","3700"
"663","b5e4af21b1ead06e20979fd8cb712e32","1610906445694040359","GA1.2.1431549774.1610906447","2021-01-17 21:01:51","Ryazan","Мобильные сотрудники","Строительные бригады","10","По запросу"
"664","5a0dd58b5668e2813ab929c2d70cf289","1608271052801722581","GA1.2.363657071.1608271053","2021-01-17 21:59:38","Moscow","Мобильные сотрудники","Клининг","10","7000"
"665","5769a44db60fa25343d90caf51ec5c57","1610942489551158998","GA1.2.2037206960.1610942489","2021-01-18 07:02:35","St Petersburg","Мобильные сотрудники","Монтажники","15","По запросу"
"666","72b13314f4579b87dd0cb78313187872",,"GA1.2.1376360304.1610942717","2021-01-18 07:06:25","Noril\'sk","Выездное обслуживание оборудования","Кондиционирование и вентиляция","2","5000"
"667","88889434d271b654c6147faef69f7752","1610945264914844094","GA1.2.1424114291.1610945265","2021-01-18 07:50:28","Yekaterinburg","Мобильные сотрудники","Строительные бригады","5","По запросу"
"668","4998ea012d364757b8e97f605e7e7be8","1610949145894448112","GA1.2.2099296716.1610949146","2021-01-18 08:56:35","Nur-Sultan","Выездное обслуживание оборудования","Технологическое оборудование","1","5000"
"669","0db652b6a99037a7cfa4a8855b33a564",,"GA1.2.1535630854.1610954697","2021-01-18 10:45:59","St Petersburg","Безопасность и видеонаблюдение","Обслуживание систем безопасности и видеонаблюдения","10","9500"
"670","30994c087a08e8fffd967bffaa7edf44",,,"2021-01-18 10:54:23","Baku","Мобильные сотрудники","GPS-мониторинг персонала","11","4070"
"671","30994c087a08e8fffd967bffaa7edf44",,,"2021-01-18 10:55:59","Baku","Мобильные сотрудники","GPS-мониторинг персонала","10","3700"
"672","e163eb9c5d1e42a061180bfdbd42c55a","1610712418483862305","GA1.2.1932640072.1610712419","2021-01-18 11:07:57","Yekaterinburg","Управление недвижимостью, ЖКХ","ЖКХ сервис","50","97000"
"673","c384a2709451a3f5fed3b2f7d56b4d01","1610961028806155447","GA1.2.215936759.1610961029","2021-01-18 12:11:04","Balashikha","Управление недвижимостью, ЖКХ","Учет оборудования и инвентаризация","15","По запросу"
"674","5b9d5edc555e95462cc51f1992187c87",,"GA1.2.135952610.1610964719","2021-01-18 13:13:08","Nefteyugansk","Телекоммуникации и ИТ","Выездной ИТ-сервис","35","29350"
"675","2b5587e1816cc0354df2f498ecc47765","1610969462633642722","GA1.2.1215684077.1610969464","2021-01-18 14:32:54","Moscow","Телекоммуникации и ИТ","Выездной ИТ-сервис","60","49000"
"676","f7b4305f9209e90716172e3e27058608","1610973192884819198","GA1.2.1580800686.1610973193","2021-01-18 15:33:40","Kazan’","Выездное обслуживание оборудования","Технологическое оборудование","8","7700"
"677","f7b4305f9209e90716172e3e27058608","1610973192884819198","GA1.2.1580800686.1610973193","2021-01-18 15:33:47","Kazan’","Выездное обслуживание оборудования","Технологическое оборудование","9","8600"
"678","ad4c93237a4a2646fa8ab84a7fb64206","1610973525899411544","GA1.2.328680864.1610973526","2021-01-18 15:44:49","Yekaterinburg","Управление самозанятыми, ИП и подрядчиками","Агрегатор сервисных услуг B2B","3","По запросу"
"679","8ed7c5bf7c12a60763673687d44b3548","1610974298814022594","GA1.2.792974209.1610974298","2021-01-18 15:57:09","Moscow","Управление недвижимостью, ЖКХ","ЖКХ сервис","5","20000"
"680","202242a3d937e2f1178c11132b659a05","1610977038636521016","GA1.2.1299957688.1610977038","2021-01-18 16:40:39","Krasnogorsk","Управление самозанятыми, ИП и подрядчиками","Управление ИП и самозанятыми","10","По запросу"
"681","202242a3d937e2f1178c11132b659a05","1610977038636521016","GA1.2.1299957688.1610977038","2021-01-18 16:40:45","Krasnogorsk","Управление самозанятыми, ИП и подрядчиками","Управление ИП и самозанятыми","5","По запросу"
"682","4fb1766685f768379089eb4c09c19535","161081072414913854","GA1.2.1737675977.1610810525","2021-01-18 16:48:26","Minsk","Выездное обслуживание оборудования","Кондиционирование и вентиляция","10","9500"
"683","4fb1766685f768379089eb4c09c19535","161081072414913854","GA1.2.1737675977.1610810525","2021-01-18 16:48:32","Minsk","Выездное обслуживание оборудования","Кондиционирование и вентиляция","5","5000"
"684","6bb1f5858b842194ce8bf794e36d0488","1610978281585024380","GA1.2.493660051.1610978281","2021-01-18 16:58:50","Falkenstein","Телекоммуникации и ИТ","Инвентаризация оборудования","100","По запросу"
"685","7a4934f98b97d8d6255063d7b02419d5","161098022618157078","GA1.2.2041969249.1610980227","2021-01-18 17:31:12","Samara","Безопасность и видеонаблюдение","Обслуживание систем безопасности и видеонаблюдения","1","5000"
"686","2dbfea3d3b7888e93e5efd1ea8dd7977",,,"2021-01-18 18:41:31","Kyiv","Телекоммуникации и ИТ","Контроль выездных монтажников","10","9500"
"687","ed7a8817be61bc0fa6b58c77f6cc8cc3","1610984357526440824","GA1.2.407963692.1610984357","2021-01-18 19:42:42","Moscow","Промышленность, производство, ТЭК","Цифровая идентификация оборудования","100","По запросу"
"688","98388b75087c2108a14a596491576729","1610996896857910582","GA1.2.655003786.1610996899","2021-01-18 22:09:45","Sochi","Выездное обслуживание оборудования","Оргтехника и ИТ-оборудование","2","5000"
"689","ddd7b854f5766f0f4b62e27c0666dc10","16109994551069731031","GA1.2.567651978.1610999456","2021-01-18 22:51:59","Moscow","Телекоммуникации и ИТ","Обслуживание оборудования связи","1","По запросу"
"690","3ae36d00491ed7d601f01a3c714cb28c","1611003052240696192","GA1.2.1918805192.1611003059","2021-01-18 23:53:16","Simferopol","Мобильные сотрудники","Строительные бригады","5","По запросу"
"691","3ae36d00491ed7d601f01a3c714cb28c","1611003052240696192","GA1.2.1918805192.1611003059","2021-01-18 23:53:31","Simferopol","Мобильные сотрудники","Строительные бригады","89","По запросу"
"692","3ae36d00491ed7d601f01a3c714cb28c","1611003052240696192","GA1.2.1918805192.1611003059","2021-01-18 23:53:37","Simferopol","Мобильные сотрудники","Строительные бригады","1","По запросу"
"693","3ae36d00491ed7d601f01a3c714cb28c","1611003052240696192","GA1.2.1918805192.1611003059","2021-01-18 23:53:49","Simferopol","Мобильные сотрудники","GPS-мониторинг персонала","174","60860"
"694","3ae36d00491ed7d601f01a3c714cb28c","1611003052240696192","GA1.2.1918805192.1611003059","2021-01-18 23:53:57","Simferopol","Мобильные сотрудники","Монтажники","174","По запросу"
"695","3ae36d00491ed7d601f01a3c714cb28c","1611003052240696192","GA1.2.1918805192.1611003059","2021-01-18 23:54:04","Simferopol","Мобильные сотрудники","Экспедиторы","174","60860"
"696","c753da50ad906f566e93272b89c0300d",,"GA1.2.1075352166.1611005163","2021-01-19 00:26:38","Krasnodar","Управление самозанятыми, ИП и подрядчиками","Управление подрядчиками","3","По запросу"
"697","5ab156a8c8162cc2c75eb67850337048","161101380852392078","GA1.2.1294591473.1611013808","2021-01-19 02:51:21","Moscow","Мобильные сотрудники","Клининг","15","10500"
"698","c93f8bd2c9bcf56f9fbb75e897c18428","1604383786245657305","GA1.2.619187567.1607330489","2021-01-19 06:13:13","Krasnoyarsk","Выездное обслуживание оборудования","Технологическое оборудование","11","10300"
"699","e33269e6496b7840a5a6990fc35f1c8a",,"GA1.2.854773865.1611033496","2021-01-19 08:22:40","Chany","Промышленность, производство, ТЭК","Другое","15","По запросу"
"700","8b14ed507d50ef522156c943e441f685","1611037668196991445","GA1.2.364981304.1611037668","2021-01-19 09:31:13","St Petersburg","Мобильные сотрудники","Мультисервисные услуги","2","По запросу"
"701","782d02802f412841e95a92a0da4e510d","1611038272393546019","GA1.2.191374750.1611038272","2021-01-19 09:40:59","Minsk","Здравоохранение и медицина","Медицинские представители","2","3900"
"702","d272b7faa6408838e1de2857c7525027","1594305260967432217","GA1.2.1818583493.1602833721","2021-01-19 10:57:04","St Petersburg","Мобильные сотрудники","Клининг","5","7000"
"703","c66d535c53ee52189e2b9b0ba00e1ffb","1611044709230079690","GA1.2.1941115119.1611044710","2021-01-19 11:25:34","Kyiv","Безопасность и видеонаблюдение","Обслуживание систем безопасности и видеонаблюдения","5","5000"
"704","e71837bdb79f0a460fbda49a3cafe168","161104536313921155","GA1.2.488917619.1611045364","2021-01-19 11:43:55","Simferopol","Выездное обслуживание оборудования","Другое","4","По запросу"
"705","825f3c12d66cf5d1050fa3b4e1c5d4b4","16110459921016158907","GA1.2.1704226707.1611045993","2021-01-19 11:47:29","Ufa","Мобильные сотрудники","GPS-мониторинг персонала","5","3700"
"706","825f3c12d66cf5d1050fa3b4e1c5d4b4","16110459921016158907","GA1.2.1704226707.1611045993","2021-01-19 11:47:37","Ufa","Мобильные сотрудники","GPS-мониторинг персонала","10","3700"
"707","789a25baa54811e62e73b2301f212433",,"GA1.2.101920392.1611049446","2021-01-19 12:44:35","Chernihiv","Мобильные сотрудники","GPS-мониторинг персонала","20","7400"
"708","cc63b3d0c6dd274c411826e531f16b6c","1611049474364781894","GA1.2.1569146786.1611049475","2021-01-19 12:45:06","Moscow","Телекоммуникации и ИТ","Другое","150","По запросу"
"709","cc63b3d0c6dd274c411826e531f16b6c","1611049474364781894","GA1.2.1569146786.1611049475","2021-01-19 12:45:09","Moscow","Телекоммуникации и ИТ","Другое","1","По запросу"
"710","04162907cd10f93e750cfb1f814701ea","1611049838786000588",,"2021-01-19 12:51:38","St Petersburg","Управление недвижимостью, ЖКХ","Обслуживание и ремонт БЦ/ТЦ ","999999999","По запросу"
"711","de32f6db44b5f8f2a92200664e6681fc",,"GA1.2.1940195966.1611051577","2021-01-19 13:20:13","Kryvyi Rih","Телекоммуникации и ИТ","Обслуживание оборудования связи","4","По запросу"
"712","346fc1829b70fb7de8dbdb5a80522dc4",,"GA1.2.677031410.1611051840","2021-01-19 13:24:45","Krasnodar","Безопасность и видеонаблюдение","Установка и сервис оборудования","3","5000"
"713","155de6f8792d1e69bd059578b36def7d",,"GA1.2.886992146.1611052598","2021-01-19 13:39:51","Tyumen","Безопасность и видеонаблюдение","Обслуживание систем безопасности и видеонаблюдения","5","5000"
"714","155de6f8792d1e69bd059578b36def7d",,"GA1.2.886992146.1611052598","2021-01-19 13:40:33","Tyumen","Безопасность и видеонаблюдение","Обслуживание систем безопасности и видеонаблюдения","2","5000"
"715","155de6f8792d1e69bd059578b36def7d",,"GA1.2.886992146.1611052598","2021-01-19 13:40:39","Tyumen","Безопасность и видеонаблюдение","Обслуживание систем безопасности и видеонаблюдения","5","5000"
"716","929e38b15f8f62c4f8f78a49c80a3e60","1574864277115566095","GA1.2.1915861316.1611053005","2021-01-19 13:44:15","Perm","Управление недвижимостью, ЖКХ","ЖКХ сервис","10","20000"
"717","8a84cd0640f61597e18809110fbf1567","1611053242444346165","GA1.2.1357607240.1611053242","2021-01-19 13:47:46","Ramon\'","Мобильные сотрудники","Другое","2","По запросу"
"718","8a84cd0640f61597e18809110fbf1567","1611053242444346165","GA1.2.1357607240.1611053242","2021-01-19 13:47:48","Ramon\'","Мобильные сотрудники","Другое","4","По запросу"
"719","8a84cd0640f61597e18809110fbf1567","1611053242444346165","GA1.2.1357607240.1611053242","2021-01-19 13:47:50","Ramon\'","Мобильные сотрудники","Торговые представители","4","3700"
"720","a2bd356902da5c95e89f5c7b5575fbe2","1611056929156061672","GA1.2.527873565.1611056929","2021-01-19 14:49:43","Minsk","Безопасность и видеонаблюдение","Обслуживание систем безопасности и видеонаблюдения","3","5000"
"721","a2bd356902da5c95e89f5c7b5575fbe2","1611056929156061672","GA1.2.527873565.1611056929","2021-01-19 14:49:47","Minsk","Безопасность и видеонаблюдение","Обслуживание систем безопасности и видеонаблюдения","5","5000"
"722","90d245dfc8989c723378cb47698ee741","1611057226998786282","GA1.2.1453164627.1611057226","2021-01-19 14:54:22","St Petersburg","Выездное обслуживание оборудования","Постаматы, вендинг, банкоматы","1","5000"
"723","90d245dfc8989c723378cb47698ee741","1611057226998786282","GA1.2.1453164627.1611057226","2021-01-19 14:54:31","St Petersburg","Выездное обслуживание оборудования","Постаматы, вендинг, банкоматы","150","118700"
"724","3e4424587fb932b9c082241861dec7cf","161105845959755278","GA1.2.1630584216.1611058460","2021-01-19 15:15:53","St Petersburg","Телекоммуникации и ИТ","Другое","10","По запросу"
"725","bbb0ed449003c3da361814ab03ab317a",,"GA1.2.2098140591.1611058995","2021-01-19 15:23:49","Chita","Выездное обслуживание оборудования","Технологическое оборудование","3","5000"
"726","1e3caf0c2f43cd4164eaba92b284e4d8","16110610421052192709","GA1.2.476771429.1611061044","2021-01-19 16:00:29","Shelekhov","Мобильные сотрудники","Доставщики еды","2","3700"
"727","e71837bdb79f0a460fbda49a3cafe168","161104536313921155","GA1.2.488917619.1611045364","2021-01-19 16:02:13","Simferopol","Мобильные сотрудники","Выездной ремонт бытовой техники","4","5000"
"728","a78f2fab7a8bda00c294377898923ba9","1611062229413549988","GA1.2.288614237.1611062229","2021-01-19 16:43:37","Moscow","Выездное обслуживание оборудования","Кондиционирование и вентиляция","30","25400"
"729","903ec370586ba1d94ff2facc476512fe","1611065113647952286","GA1.2.669273917.1611065113","2021-01-19 17:05:59","Moscow","Управление самозанятыми, ИП и подрядчиками","Другое","10","По запросу"
"730","903ec370586ba1d94ff2facc476512fe","1611065113647952286","GA1.2.669273917.1611065113","2021-01-19 17:06:02","Moscow","Управление самозанятыми, ИП и подрядчиками","Другое","1","По запросу"
"731","903ec370586ba1d94ff2facc476512fe","1611065113647952286","GA1.2.669273917.1611065113","2021-01-19 17:06:08","Moscow","Управление самозанятыми, ИП и подрядчиками","Управление ИП и самозанятыми","10","По запросу"
"732","f80e2fd1babb5f7a97eaae8c8e8f3f98","160726424883835959","GA1.2.1382639269.1607264225","2021-01-19 17:41:07","St Petersburg","Мобильные сотрудники","Клининг","30","20500"
"733","60bd17c53ce6c742cacfd925f2bd6705","1609633660714579253","GA1.2.1617978467.1609256787","2021-01-19 18:02:43","Odessa","Телекоммуникации и ИТ","Контроль выездных монтажников","60","49000"
"734","ca508c68c851f01c09a3427b0fbb8f81","160571402033259681","GA1.2.1946213395.1611013346","2021-01-19 18:33:22","Moscow","Выездное обслуживание оборудования","Кондиционирование и вентиляция","15","13500"
"735","0237f894504a4abb5c0ee73a84a4afc2","16110710381031693751","GA1.2.1104747416.1611071039","2021-01-19 18:44:54","Novosibirsk","Управление самозанятыми, ИП и подрядчиками","Управление ИП и самозанятыми","10","По запросу"
"736","0237f894504a4abb5c0ee73a84a4afc2","16110710381031693751","GA1.2.1104747416.1611071039","2021-01-19 18:44:56","Novosibirsk","Управление самозанятыми, ИП и подрядчиками","Управление ИП и самозанятыми","1","По запросу"
"737","0237f894504a4abb5c0ee73a84a4afc2","16110710381031693751","GA1.2.1104747416.1611071039","2021-01-19 18:56:32","Novosibirsk","Телекоммуникации и ИТ","Выездной ИТ-сервис","1","5000"
"738","67b3c6802e26ac0aaf099972a10195be",,"GA1.2.2091834600.1611075277","2021-01-19 19:57:13","Omsk","Управление недвижимостью, ЖКХ","ЖКХ сервис","6","20000"
"739","67b3c6802e26ac0aaf099972a10195be","161107546797371625","GA1.2.2091834600.1611075277","2021-01-19 20:03:21","Omsk","Мобильные сотрудники","Другое","5","По запросу"
"740","820ac4566499e563ea45e0b748bb9e82","1611076270656275263","GA1.2.309264612.1611076271","2021-01-19 20:12:13","Nizhniy Novgorod","Телекоммуникации и ИТ","Инвентаризация оборудования","40","По запросу"
"741","59d418206b9cd247ef9fe713bfd0e43a","16110109671008878145","GA1.2.1756990135.1611010969","2021-01-19 21:22:55","Krasnodar","Мобильные сотрудники","Монтажники","3","По запросу"
"742","59d418206b9cd247ef9fe713bfd0e43a","16110109671008878145","GA1.2.1756990135.1611010969","2021-01-19 21:25:48","Krasnodar","Безопасность и видеонаблюдение","Установка и сервис оборудования","3","5000"
"743","59d418206b9cd247ef9fe713bfd0e43a","16110109671008878145","GA1.2.1756990135.1611010969","2021-01-19 21:26:09","Krasnodar","Безопасность и видеонаблюдение","Установка и сервис оборудования","1","5000"
"744","59d418206b9cd247ef9fe713bfd0e43a","16110109671008878145","GA1.2.1756990135.1611010969","2021-01-19 21:28:40","Krasnodar","Безопасность и видеонаблюдение","Установка и сервис оборудования","1","5000"
"745","09c28678151f3d0ea4a518f04b7770c5","16110845101025168432","GA1.2.36047043.1611084512","2021-01-19 22:33:08","Volgograd","Безопасность и видеонаблюдение","Обслуживание систем безопасности и видеонаблюдения","50","41200"
"746","d489936b5d6c1f75eeeee546b97eeded",,,"2021-01-20 01:45:42","Moscow","Управление самозанятыми, ИП и подрядчиками","Агрегатор сервисных услуг B2B","1","По запросу"
"747","da3e5b289effc654348043040882e7bf","1611102790198042232","GA1.2.1192764157.1611102790","2021-01-20 03:35:47","Chita","Управление недвижимостью, ЖКХ","Другое","30","По запросу"
"748","da3e5b289effc654348043040882e7bf","1611102790198042232","GA1.2.1192764157.1611102790","2021-01-20 03:36:03","Chita","Управление недвижимостью, ЖКХ","ЖКХ сервис","30","59000"
"749","bf0c6f0e5c132774819f77d90dbb897b","1611110030156654346","GA1.2.340161979.1611108478","2021-01-20 05:34:19","Tyumen","Безопасность и видеонаблюдение","Обслуживание систем безопасности и видеонаблюдения","5","5000"
"750","c1dcf827490a4ae2a050edbf9b9c758a",,"GA1.2.2113680358.1611114601","2021-01-20 06:50:51","Ulyanovsk","Телекоммуникации и ИТ","Выездной ИТ-сервис","3","5000"
"751","8672625080d3a11b8001ef43c58ab456","1611121827967284368","GA1.2.915926037.1611121828","2021-01-20 08:52:44","Tomsk","Безопасность и видеонаблюдение","Установка и сервис оборудования","5","5000"
"752","8672625080d3a11b8001ef43c58ab456","1611121827967284368","GA1.2.915926037.1611121828","2021-01-20 08:52:56","Tomsk","Безопасность и видеонаблюдение","Установка и сервис оборудования","8","7700"
"753","8672625080d3a11b8001ef43c58ab456","1611121827967284368","GA1.2.915926037.1611121828","2021-01-20 08:53:09","Tomsk","Безопасность и видеонаблюдение","Установка и сервис оборудования","11","10300"
"754","8672625080d3a11b8001ef43c58ab456","1611121827967284368","GA1.2.915926037.1611121828","2021-01-20 08:55:11","Tomsk","Выездное обслуживание оборудования","Технологическое оборудование","11","10300"
"755","8672625080d3a11b8001ef43c58ab456","1611121827967284368","GA1.2.915926037.1611121828","2021-01-20 08:55:25","Tomsk","Выездное обслуживание оборудования","Технологическое оборудование","80","64600"
"756","8672625080d3a11b8001ef43c58ab456","1611121827967284368","GA1.2.915926037.1611121828","2021-01-20 08:55:37","Tomsk","Выездное обслуживание оборудования","Технологическое оборудование","2","5000"
"757","8672625080d3a11b8001ef43c58ab456","1611121827967284368","GA1.2.915926037.1611121828","2021-01-20 08:55:47","Tomsk","Выездное обслуживание оборудования","Технологическое оборудование","6","5900"
"758","8672625080d3a11b8001ef43c58ab456","1611121827967284368","GA1.2.915926037.1611121828","2021-01-20 08:55:58","Tomsk","Выездное обслуживание оборудования","Другое","6","По запросу"
"759","8672625080d3a11b8001ef43c58ab456","1611121827967284368","GA1.2.915926037.1611121828","2021-01-20 08:56:05","Tomsk","Выездное обслуживание оборудования","Обслуживание АЗС и нефтегазовой отрасли","6","5900"
"760","ddad8aca2baf94594928678c9e5b577f","1611128521332052755","GA1.2.1812465094.1611128522","2021-01-20 10:42:29","St Petersburg","Управление недвижимостью, ЖКХ","Обслуживание и ремонт БЦ/ТЦ ","2","20000"
"761","ddad8aca2baf94594928678c9e5b577f","1611128521332052755","GA1.2.1812465094.1611128522","2021-01-20 10:42:37","St Petersburg","Управление недвижимостью, ЖКХ","Сетевые апарт-отели","2","5000"
"762","ddad8aca2baf94594928678c9e5b577f","1611128521332052755","GA1.2.1812465094.1611128522","2021-01-20 10:42:58","St Petersburg","Управление недвижимостью, ЖКХ","Обслуживание оборудования","2","10000"
"763","ddad8aca2baf94594928678c9e5b577f","1611128521332052755","GA1.2.1812465094.1611128522","2021-01-20 10:43:19","St Petersburg","Выездное обслуживание оборудования","Оргтехника и ИТ-оборудование","2","5000"
"764","da0a05145bc595e35c814e1ca6fd2f8b","1611130623619838410","GA1.2.363822508.1611130623","2021-01-20 11:17:57","Kazan’","Выездное обслуживание оборудования","Оргтехника и ИТ-оборудование","3","5000"
"765","da0a05145bc595e35c814e1ca6fd2f8b","1611130623619838410","GA1.2.363822508.1611130623","2021-01-20 11:18:41","Kazan’","Телекоммуникации и ИТ","Выездной ИТ-сервис","3","5000"
"766","fcbee43d38edd00c2a05878f2724fd2a","1611133568540923139","GA1.2.120319772.1611133569","2021-01-20 12:06:43","Novosibirsk","Выездное обслуживание оборудования","Кондиционирование и вентиляция","30","25400"
"767","d5a3460bbddc4959f4dde58811f389c8",,"GA1.2.1236116197.1611133598","2021-01-20 12:07:09","Kharkiv","Выездное обслуживание оборудования","Технологическое оборудование","10","9500"
"768","fcbee43d38edd00c2a05878f2724fd2a","1611133568540923139","GA1.2.120319772.1611133569","2021-01-20 12:07:42","Novosibirsk","Мобильные сотрудники","Выездной ремонт бытовой техники","30","25400"
"769","b99be338aa24cf3a609f382b0f6e367e","16111332534856978","GA1.2.1446621114.1611133253","2021-01-20 12:08:14","Novosibirsk","Мобильные сотрудники","Выездной ремонт бытовой техники","30","25400"
"770","d58e205fe54004d1bca10931e4814525","1611134766492122786","GA1.2.1697076297.1611134766","2021-01-20 12:32:59","Moscow","Телекоммуникации и ИТ","Контроль выездных монтажников","200","157200"
"771","d58e205fe54004d1bca10931e4814525","1611134766492122786","GA1.2.1697076297.1611134766","2021-01-20 12:37:23","Moscow","Телекоммуникации и ИТ","Обслуживание оборудования связи","200","По запросу"
"772","b99be338aa24cf3a609f382b0f6e367e","16111332534856978","GA1.2.1446621114.1611133253","2021-01-20 12:42:19","Novosibirsk","Управление самозанятыми, ИП и подрядчиками","Управление ИП и самозанятыми","30","По запросу"
"773","b99be338aa24cf3a609f382b0f6e367e","16111332534856978","GA1.2.1446621114.1611133253","2021-01-20 12:42:42","Novosibirsk","Мобильные сотрудники","Выездной ремонт бытовой техники","30","25400"
"774","0bd06affbaec1603cbe301a5c695a01d","1606727397712069128","GA1.2.1510141375.1606727398","2021-01-20 12:51:58","Perm","Выездное обслуживание оборудования","Технологическое оборудование","10","9500"
"775","5f66013e9fd47665fceaf7a7e00286d0",,,"2021-01-20 12:53:40","Moscow","Телекоммуникации и ИТ","Другое","1000","По запросу"
"776","5f66013e9fd47665fceaf7a7e00286d0",,,"2021-01-20 12:53:46","Moscow","Телекоммуникации и ИТ","Обслуживание оборудования связи","1000","По запросу"
"777","59d418206b9cd247ef9fe713bfd0e43a","16110109671008878145","GA1.2.1756990135.1611010969","2021-01-20 14:35:57","Krasnodar","Безопасность и видеонаблюдение","Установка и сервис оборудования","1","5000"
"778","27a8f14a95463a7feb73a8af13528ab7","1611058096434857443","GA1.2.64989803.1611058097","2021-01-20 15:30:27","Kyzylorda","Телекоммуникации и ИТ","Контроль выездных монтажников","10","9500"
"779","74367c028837bf3874a178b59906e7b4",,,"2021-01-20 15:42:58","Kirov","Управление самозанятыми, ИП и подрядчиками","Управление ИП и самозанятыми","1","По запросу"
"780","74367c028837bf3874a178b59906e7b4",,,"2021-01-20 15:43:04","Kirov","Управление самозанятыми, ИП и подрядчиками","Управление ИП и самозанятыми","12","По запросу"
"781","3ef647b3f19542d80d64ed381e64aa7d","1608539227471194160","GA1.2.1748728045.1608539227","2021-01-20 16:02:02","Yekaterinburg","Выездное обслуживание оборудования","Технологическое оборудование","10","9500"
"782","3ef647b3f19542d80d64ed381e64aa7d","1608539227471194160","GA1.2.1748728045.1608539227","2021-01-20 16:02:17","Yekaterinburg","Выездное обслуживание оборудования","Торговое оборудование","10","9500"
"783","1adeeaadcfca6036c6986d1619d91f24","1611147698640908358","GA1.2.862124568.1611147698","2021-01-20 16:02:30","Stary Oskol","Управление недвижимостью, ЖКХ","ЖКХ сервис","5","20000"
"784","e0d15875510a799b3323810f7c453d46","161114676099676021","GA1.2.2093022886.1611149047","2021-01-20 16:26:03","Raanana","Управление самозанятыми, ИП и подрядчиками","Управление ИП и самозанятыми","10","По запросу"
"785","e0d15875510a799b3323810f7c453d46","161114676099676021","GA1.2.2093022886.1611149047","2021-01-20 16:26:09","Raanana","Мобильные сотрудники","Клининг","10","7000"
"786","e0d15875510a799b3323810f7c453d46","161114676099676021","GA1.2.2093022886.1611149047","2021-01-20 16:26:17","Raanana","Мобильные сотрудники","Клининг","1","7000"
"787","2ce93a965571ef5886482faef04e2d4d","1611150641762806705","GA1.2.1432115050.1611150643","2021-01-20 16:55:07","Moscow","Выездное обслуживание оборудования","Оргтехника и ИТ-оборудование","10","9500"
"788","ec77a9ea71347242b8dd6afe5aa77e5c","1611153036118082192","GA1.2.645597125.1611153036","2021-01-20 17:32:05","Moscow","Телекоммуникации и ИТ","Выездной ИТ-сервис","5","5000"
"789","a534806590df52ae1bfcc46d133cdb5c","1590666118108579328","GA1.2.1065549575.1611139910","2021-01-20 17:37:22","Alchevs\'k","Выездное обслуживание оборудования","Технологическое оборудование","3","5000"
"790","5438b281fc7895d561ebf768b55564cc",,"GA1.2.1620892746.1611160640","2021-01-20 21:13:16","St Petersburg","Управление недвижимостью, ЖКХ","Обслуживание и ремонт БЦ/ТЦ ","1","20000"
"791","178e0a601e9f522fac85ed92a24035d9","1611172860689139273","GA1.2.1806646795.1611172860","2021-01-20 23:02:24","Novokubansk","Мобильные сотрудники","Мультисервисные услуги","100","По запросу"
"792","178e0a601e9f522fac85ed92a24035d9","1611172860689139273","GA1.2.1806646795.1611172860","2021-01-20 23:02:30","Novokubansk","Мобильные сотрудники","Мультисервисные услуги","50","По запросу"
"793","178e0a601e9f522fac85ed92a24035d9","1611172860689139273","GA1.2.1806646795.1611172860","2021-01-20 23:13:49","Novokubansk","Мобильные сотрудники","Мультисервисные услуги","100","По запросу"
"794","1efa1526d113e1901a7aeaac6cd0c5a0","1611173010951578036","GA1.2.1930442170.1611173010","2021-01-20 23:21:54","Ufa","Выездное обслуживание оборудования","Другое","2","По запросу"
"795","1efa1526d113e1901a7aeaac6cd0c5a0","1611173010951578036","GA1.2.1930442170.1611173010","2021-01-20 23:22:15","Ufa","Промышленность, производство, ТЭК","Теплоснабжение","2","10000"
"796","1efa1526d113e1901a7aeaac6cd0c5a0","1611173010951578036","GA1.2.1930442170.1611173010","2021-01-20 23:22:37","Ufa","Промышленность, производство, ТЭК","Водоподготовка","2","5000"
"797","1efa1526d113e1901a7aeaac6cd0c5a0","1611173010951578036","GA1.2.1930442170.1611173010","2021-01-20 23:23:01","Ufa","Промышленность, производство, ТЭК","Сервис оборудования предприятий","2","10000"
"798","e9d83bfe6b6238f6f50341dfe14e1b0b","1611177204691213618","GA1.2.211534281.1611177204","2021-01-21 00:16:16","Moscow","Промышленность, производство, ТЭК","Цифровая идентификация оборудования","4","По запросу"
"799","e9d83bfe6b6238f6f50341dfe14e1b0b","1611177204691213618","GA1.2.211534281.1611177204","2021-01-21 00:16:47","Moscow","Выездное обслуживание оборудования","Оргтехника и ИТ-оборудование","4","5000"
